Chaser,Maleh
,0
הָאָדָם,האדם
רָאוּי,ראוי
שֶׁיִּתְדַּמֶּה,שיתדמה
לְקוֹנוֹ,לקונו
וְאָז,ואז
יִהְיֶה,יהיה
בְּסוֹד,בסוד
הַצּוּרָה,הצורה
הָעֶלְיוֹנָה,העליונה
צֶלֶם,צלם
וּדְמוּת,ודמות
שֶׁאִלּוּ,שאלו
יְדֻמֶּה,ידומה
בְּגוּפוֹ,בגופו
וְלֹא,ולא
בִּפְעֻלּוֹת,בפעולות
הֲרֵי,הרי
הוּא,הוא
מַכְזִיב,מכזיב
וְיֹאמְרוּ,ויאמרו
עָלָיו,עליו
צוּרָה,צורה
נָאָה,נאה
וּמַעֲשִׂים,ומעשים
כְּעוּרִים,כעורים
שֶׁהֲרֵי,שהרי
עִיקָר,עיקר
הַצֶּלֶם,הצלם
וְהַדְּמוּת,והדמות
הָעֶלְיוֹן,העליון
הֵן,הן
פְּעֻלּוֹתָיו,פעולותיו
וּמַה,ומה
יוֹעִיל,יועיל
לוֹ,לו
הֱיוֹתוֹ,היותו
כְּצוּרָה,כצורה
דְּמוּת,דמות
תַּבְנִית,תבנית
אֵבָרָיו,אבריו
וּבַפְּעֻלּוֹת,ובפעולות
לֹא,לא
יִתְדַמֶּה,יתדמה
לְפִיכָךְ,לפיכך
אֶל,אל
פְּעֻלּוֹת,פעולות
הַכֶּתֶר,הכתר
שֶׁהֵן,שהן
"י""ג","י""ג"
מִדּוֹת,מידות
שֶׁל,של
רַחֲמִים,רחמים
עֶלְיוֹנוֹת,עליונות
וּרְמוּזוֹת,ורמוזות
הַפְּסוּקִים,הפסוקים
מיכה,מיכה
ז,ז
יח,יח
מִי,מי
אֵל,אל
כָּמוֹךָ,כמוך
יָשׁוּב,ישוב
יְרַחֲמֵנוּ,ירחמנו
תִּתֵּן,תִּתֵּן
אֱמֶת,אמת
שֶׁתִּמְצָאֶנָּה,שתמצאנה
בוֹ,בו
אֵלּוּ,אלו
וְעַכְשָׁו,ועכשיו
נְפָרֵשׁ,נפרש
אוֹתָן,אותן
הַפְּעֻלּוֹת,הפעולות
שֶׁרָאוּי,שראוי
שֶׁתִּהְיֶינָה,שתהיינה
הָא',הא'
מוֹרֶה,מורה
עַל,על
הֱיוֹת,היות
מֶלֶךְ,מלך
נֶעֱלַב,נעלב
סוֹבֵל,סובל
עֶלְבּוֹן,עלבון
מַה,מה
שֶׁלֹּא,שלא
יְכִילֵהוּ,יכילהו
רַעְיוֹן,רעיון
אֵין,אין
דָּבָר,דבר
נִסְתָּר,נסתר
מֵהַשְׁגָּחָתוֹ,מהשגחתו
בְּלִי,בלי
סָפֵק,ספק
וְעוֹד,ועוד
רֶגַע,רגע
נִזּוֹן,נזון
וּמִתְקַיֵּם,ומתקיים
מִכֹּחַ,מכח
עֶלְיוֹן,עליון
הַשּׁוֹפֵעַ,השופע
וַהֲרֵי,והרי
תִּמְצָא,תמצא
שֶׁמֵּעוֹלָם,שמעולם
חָטָא,חטא
אָדָם,אדם
נֶגְדּוֹ,נגדו
בְּאוֹתוֹ,באותו
הָרֶגַע,הרגע
מַמָּשׁ,ממש
שׁוֹפֵעַ,שופע
שֶׁפַע,שפע
קִיּוּמוֹ,קיומו
וּתְנוּעַת,ותנועת
עִם,עם
שֶׁהָאָדָם,שהאדם
חֹטֵא,חוטא
בַכֹּחַ,בכח
הַהוּא,ההוא
מְנָעוֹ,מנעו
מִמֶּנּוּ,ממנו
כְּלָל,כלל
אֶלָּא,אלא
כָּזֶה,כזה
לִהְיוֹת,להיות
מַשְׁפִּיעַ,משפיע
בּוֹ,בו
כֹּחַ,כח
תְּנוּעוֹת,תנועות
וְהוּא,והוא
מוֹצִיא,מוציא
אוֹתוֹ,אותו
בְּחֵטְא,בחטא
וְעָוֹן,ועון
וּמַכְעִיס,ומכעיס
תֹאמַר,תאמר
שֶׁאֵינוֹ,שאינו
יָכוֹל,יכול
לִמְנוֹעַ,למנוע
הַטּוֹב,הטוב
"ח""ו","ח""ו"
בְכֹחוֹ,בכחו
בְּרֶגַע,ברגע
כְּמֵימְרָא,כמימרא
לְיַבֵּשׁ,ליבש
יָדָיו,ידיו
וְרַגְלָיו,ורגליו
כְּעֵין,כעין
שֶׁעָשָׂה,שעשה
לְיָרָבְעָם,לירבעם
שֶׁהַכֹּחַ,שהכח
בְּיָדוֹ,בידו
לְהַחְזִיר,להחזיר
הַכֹּחַ,הכח
הַנִּשְׁפָּע,הנשפע
וְהָיָה,והיה
לוֹמַר,לומר
כֵּיוָן,כיון
שֶׁאַתָּה,שאתה
נֶגְדִּי,נגדי
תֶּחֱטָא,תחטא
בְּשֶׁלְּךָ,בשלך
בְשֶׁלִּי,בשלי
מִפְּנֵי,מפני
זֶה,זה
מָנַע,מנע
טוּבוֹ,טובו
מִן,מן
סָבַל,סבל
וְהִשְׁפִּיעַ,והשפיע
וְהֵטִיב,והטיב
לְאָדָם,לאדם
וְסַבְלָנוּת,וסבלנות
יְסֻפָּר,יסופר
וְעַל,ועל
קוֹרְאִים,קוראים
מַלְאֲכֵי,מלאכי
הַשָּׁרֵת,השרת
עָלוּב,עלוב
וְהַיְנוּ,והיינו
אוֹמְרוֹ,אומרו
אַתָּה,אתה
בַּעַל,בעל
חֶסֶד,חסד
הַמֵּטִיב,המטיב
לִנְקֹם,לינקם
וְלֶאֱסֹף,ולאסוף
אֶת,את
שֶׁלְּךָ,שלך
וְנֶעֱלָב,ונעלב
עַד,עד
בִּתְשׁוּבָה,בתשובה
זוֹ,זו
מִדָּה,מידה
שֶׁצָּרִיךְ,שצריך
לְהִתְנַהֵג,להתנהג
בָּהּ,בה
רְצוֹנִי,רצוני
הַסַּבְלָנוּת,הסבלנות
וְכֵן,וכן
אֲפִלּוּ,אפילו
לְמַדְרֵגָה,למדרגה
יֶאֱסֹף,יאסוף
טוֹבָתוֹ,טובתו
הַמְּקַבֵּל,המקבל
הַב',הב'
נוֹשֵׂא,נושא
עָוֹן,עוון
גָּדוֹל,גדול
מֵהַקֹּדֶם,מהקודם
יַעֲשֶׂה,יעשה
יִבָּרֵא,יברא
מַשְׁחִית,משחית
כְּדִתְנַן,כדתנן
הָעוֹבֵר,העובר
עֲבֵרָה,עבירה
אַחַת,אחת
קֹנֶה,קונה
קָטֵגוֹר,קטיגור
אֶחָד,אחד
קַטֵּגוֹר,קטיגור
עוֹמֵד,עומד
לִפְנֵי,לפני
וְאוֹמֵר,ואומר
פְּלוֹנִי,פלוני
עֲשָׂאַנִי,עשאני
וְאֵין,ואין
בְּרִיָּה,בריה
מִתְקַיֶּמֶת,מתקיימת
בָּעוֹלָם,בעולם
בְּשִׁפְעוֹ,בשפעו
הַמַּשְׁחִית,המשחית
הַזֶּה,הַזֶּה
לְפָנָיו,לפניו
וּבַמֶּה,ובמה
מִתְקַיֵּם,מתקיים
הַדִּין,הדין
נוֹתֵן,נותן
שֶּׁיֹּאמַר,שיאמר
אֵינִי,איני
זָן,זן
מַשְׁחִיתִים,משחיתים
יֵלֵךְ,ילך
אֵצֶל,אצל
שֶׁעֲשָׂאוֹ,שעשאו
וְיִתְפַּרְנֵס,ויתפרנס
יוֹרֵד,יורד
מִיַּד,מיד
וְנוֹטֵל,ונוטל
נִשְׁמָתוֹ,נשמתו
אוֹ,או
כוֹרְתוֹ,כורתו
נֶעֱנַשׁ,נענש
כְּפִי,כפי
עָנְשׁוֹ,עונשו
שֶׁיִּתְבַּטֵּל,שיתבטל
עוֹשֶׂה,עושה
כֵן,כן
וְסוֹבֵל,וסובל
הֶעָוֹן,העון
וּכְמוֹ,וכמו
שֶׁהוּא,שהוא
הָעוֹלָם,העולם
כֻּלּוֹ,כולו
וּמְפַרְנֵס,ומפרנס
שֶׁיִּהְיֶה,שיהיה
מִשְּׁלֹשָׁה,משלשה
דְּבָרִים,דברים
שֶׁיָּשׁוּב,שישוב
הַחוֹטֵא,החוטא
וִיכַלֵּהוּ,ויכלהו
וִיבַטְּלֵהוּ,ויבטלהו
בְּסִגֻּפָיו,בסגופיו
יְבַטְּלֵהוּ,יבטלהו
שׁוֹפֵט,שופט
צֶדֶק,צדק
בְּיִסּוּרִים,ביסורים
וּמִיתָה,ומיתה
בַּגֵּיהִנֹּם,בגיהנם
וְשָׁם,ושם
יִפְרַע,יפרע
חוֹבוֹ,חובו
שֶׁאָמַר,שאמר
קַיִן,קין
עֲוֹנִי,עוני
וּפֵרְשׁוּ,ופירשו
"חֲזַ""ל","חז""ל"
כָּל,כל
יִרְצֶה,ירצה
וַעֲוֹנִי,ועוני
כָבֵד,כבד
שֶׁאֵין,שאין
לְסוֹבְלוֹ,לסובלו
פֵּרוּשׁ,פירוש
לְפַרְנְסוֹ,לפרנסו
שֶׁאָשׁוּב,שאשוב
וַאֲתַקֵּן,ואתקן
מִדַּת,מידת
סַבְלָנוּת,סבלנות
גְּדוֹלָה,גדולה
שֶׁיָּזוּן,שיזון
רָעָה,רעה
שֶׁבָּרָא,שברא
יִלְמֹד,ילמוד
כַּמָּה,כמה
צָרִיךְ,צריך
סַבְלָן,סבלן
לִסְבֹּל,לסבול
עֹל,עול
חֲבֵרוֹ,חבירו
וְרָעוֹתָיו,ורעותיו
שֶׁהֵרִיעַ,שהריע
שִׁעוּר,שיעור
שֶׁעֲדַיִן,שעדיין
רָעָתוֹ,רעתו
קַיֶּמֶת,קיימת
שֶׁחָטָא,שחטא
יִסְבֹּל,יסבול
יְתַקֵּן,יתקן
מֵאֵלָיו,מאליו
וְכַיּוֹצֵא,וכיוצא
הַג',הג'
וְעוֹבֵר,ועובר
פֶּשַׁע,פשע
הַמְּחִילָה,המחילה
שָׁלִיחַ,שליח
יָדוֹ,ידו
כְּדִכְתִיב,כדכתיב
תהלים,תהלים
קל,קל
ד,ד
כִּי,כי
עִמְּךָ,עמך
הַסְּלִיחָה,הסליחה
וְגוֹ',וגו'
הִיא,הִיא
רוֹחֵץ,רוחץ
ישעיה,ישעיה
אִם,אם
רָחַץ,רחץ
אֵת,את
צֹאַת,צואת
בְּנוֹת,בנות
צִיּוֹן,ציון
כְּתִיב,כתיב
יחזקאל,יחזקאל
וְזָרַקְתִּי,וזרקתי
עֲלֵיכֶם,עֲלֵיכֶם
מַיִם,מים
טְהוֹרִים,טהורים
וְהָיִינוּ,והיינו
שׁוֹלֵחַ,שולח
מֵימֵי,מימי
רְחִיצָה,רחיצה
וְעוֹבֵד,ועובד
וְרוֹחֵץ,ורוחץ
הַפֶּשַׁע,הפשע
וְהִנֵּה,והנה
כִּדְמוּת,כדמות
יֹאמַר,יאמר
וְכִי,וכי
אֲנִי,אני
מְתַקֵּן,מתקן
שֶׁפְּלוֹנִי,שפלוני
הִשְׁחִית,השחית
כָּךְ,כך
בְּעַצְמוֹ,בעצמו
מְעֻוָּת,מעוותו
עֲוֹנוֹ,עונו
וּמִכָּאן,ומכאן
יִתְבַּיֵּשׁ,יתבייש
לָשׁוּב,לשוב
לַחֲטֹא,לחטוא
הַמֶּלֶךְ,המלך
לִכְלוּךְ,לכלוך
בְּגָדָיו,בגדיו
הַד',הד'
לִשְׁאֵרִית,לשארית
נַחֲלָתוֹ,נחלתו
הִנֵּה,הנה
מִתְנַהֵג,מתנהג
יִשְׂרָאֵל,ישראל
בְּדֶרֶךְ,בדרך
אֶעֱשֶׂה,אעשה
לְיִשְׂרָאֵל,לישראל
וְהֵם,והם
קְרוֹבָי,קרובי
שְׁאֵר,שאר
בָּשָׂר,בשר
יֵשׁ,יש
לִי,לי
עִמָּהֶם,עמהם
שֶׁהֵם,שהם
בַּת,בת
זוּג,זוג
וְקוֹרֵא,וקורא
לָהּ,לה
בִּתִּי,בתי
אֲחוֹתִי,אחותי
אִמִּי,אמי
כְּדְפֵרְשׁוּ,כדפירשו
"ז""ל","ז""ל"
וּכְתִיב,וכתיב
עַם,עם
קְרוֹבוֹ,קרובו
קֻרְבָה,קורבה
וּבָנָיו,ובניו
הֵם,הם
לָשׁוֹן,לשון
וְסוֹף,וסוף
סוֹף,סוף
אֹמַר,אומר
אַעֲנִישֵׁם,אענישם
הַכְּאֵב,הכאב
עָלַי,עלי
יְשַׁעְיָה,ישעיה
סג,סג
ט,ט
בְּכָל,בכל
צָרָתָם,צרתם
צָר,צר
שֶׁצַּעֲרָם,שצערם
מַגִּיעַ,מגיע
לְפֶלֶא,לפלא
לְדוּ,לדו
פַּרְצוּפִין,פרצופין
שֶׁבָּהֶן,שבהן
הַהַנְהָגָה,ההנהגה
וְקָרֵינַן,וקרינן
בְּ'וָאו',ב'ואו'
שֹׁפְטִים,שופטים
טז,טז
נַפְשׁוֹ,נפשו
בַּעֲמַל,בעמל
לְפִי,לפי
צַעֲרָם,צערם
וּקְלוֹנָם,וקלונם
שְׁאֵרִית,שארית
שֶׁהַנְּשָׁמוֹת,שהנשמות
כְּלוּלוֹת,כלולות
יַחַד,יחד
בָּזֶה,בזה
חֵלֶק,חלק
וּבָזֶה,ובזה
וּלְכָךְ,ולכך
אֵינוֹ,אינו
דּוֹמֶה,דומה
מְרֻבִּים,מרובים
הָעוֹשִׂים,העושים
הַמִּצְוֹת,המצות
"וְכ""ז","וכ""ז"
כְּלָלוּתָם,כללותם
הַנִּמְנֶה,הנמנה
מֵעֲשָׂרָה,מעשרה
רִאשׁוֹנִים,ראשונים
מֵאָה,מאה
בָּאִים,באים
אַחֲרָיו,אחריו
מְקַבֵּל,מקבל
שָׂכָר,שכר
כְּנֶגֶד,כנגד
כֻּלָּם,כולם
כְּמַשְׁמָעוֹ,כמשמעו
שֶׁהָעֲשָׂרָה,שהעשרה
כְּלוּלִים,כלולים
בְּאֵלּוּ,באלו
פְּעָמִים,פעמים
וְכָל,וכל
מֵהֶם,מהם
כָּלוּל,כלול
מִמֵּאָה,ממאה
יָבוֹאוּ,יבואו
שְׂכַר,שכר
מִטַּעַם,מטעם
עֲרֵבִים,ערבים
לָזֶה,לזה
שֶׁמַּמָּשׁ,שממש
מֵחֲבֵרוֹ,מחבירו
וּכְשֶׁחוֹטֵא,וכשחוטא
פּוֹגֵם,פוגם
עַצְמוֹ,עצמו
וּפוֹגֵם,ופוגם
אֲשֶׁר,אשר
לַחֲבֵרוֹ,לחבירו
נִמְצָא,נמצא
הַחֵלֶק,החלק
עָרֵב,ערב
לִהְיוֹתוֹ,להיותו
חָפֵץ,חפץ
בְּטוֹבָתוֹ,בטובתו
וְעֵינוֹ,ועינו
טוֹבָה,טובה
טוֹבַת,טובת
וּכְבוֹדוֹ,וכבודו
חָבִיב,חביב
כְּשֶׁלּוֹ,כשלו
וּמִטַּעַם,ומטעם
נִצְטַוִּינוּ,נצטוינו
וַיִּקְרָא,ויקרא
יט,יט
לְרֵעֲךָ,לרעך
וְרָאוּי,וראוי
שֶׁיִּרְצֶה,שירצה
בְּכַשְׁרוּת,בכשרות
יְדַבֵּר,ידבר
בִּגְנוּתוֹ,בגנותו
כְּדֶרֶךְ,כדרך
רוֹצֶה,רוצה
בִּגְנוּתֵנוּ,בגנותנו
בְּצַעַרֵנוּ,בצערנו
הַקֻּרְבָה,הקורבה
אַף,אף
בִּגְנוּת,בגנות
בְּצַעֲרוֹ,בצערו
בְּקִלְקוּלוֹ,בקלקולו
וְיֵרַע,וירע
כְּאִלּוּ,כאילו
הָיָה,היה
שָׁרוּי,שרוי
צַעַר,צער
הַה',הה'
הֶחֱזִיק,החזיק
לָעַד,לעד
אַפּוֹ,אפו
אַחֶרֶת,אחרת
שֶׁאֲפִלּוּ,שאפילו
מַחֲזִיק,מחזיק
וְאִם,ואם
יְבַטֵּל,יבטל
כַּעֲסוֹ,כעסו
כְּמוֹ,כמו
שֶׁמָּצִינוּ,שמצינו
בִּימֵי,בימי
יָרָבְעָם,ירבעם
בֶּן,בן
יוֹאָשׁ,יואש
שֶׁהֶחְזִיר,שהחזיר
גְּבוּל,גבול
הָיוּ,היו
עוֹבְדִים,עובדים
עֲגָלִים,עגלים
וְרִחֵם,ורחם
עֲלֵיהֶם,עליהם
שָׁבוּ,שבו
לָמָּה,למה
רִחֵם,רחם
בִּשְׁבִיל,בשביל
אַדְּרַבָּא,אדרבא
מַחְלִישׁ,מחליש
הַחֵטְא,החטא
קַיָּם,קיים
מַעֲנִישׁ,מעניש
מְצַפֶּה,מצפה
וּמְרַחֵם,ומרחם
אוּלַי,אולי
יָשׁוּבוּ,ישובו
לָנֶצַח,לנצח
אָרִיב,אריב
לְעוֹלָם,לעולם
וּבַקָּשׁוֹת,ובקשות
הַכֹּל,הכל
לְטוֹבַת,לטובת
וְזוֹ,וזו
רְאוּיָה,ראויה
רַשַּׁאי,רשאי
לְהוֹכִיחַ,להוכיח
בָּנָיו,בניו
מִתְיַסְּרִים,מתיסרים
יַרְבֶּה,ירבה
תּוֹכַחְתּוֹ,תוכחתו
יַחֲזִיק,יחזיק
שֶּׁכָּעַס,שכעס
יְבַטְּלֶנּוּ,יבטלנו
גַם,גם
הַמֻּתָּר,המותר
לָאָדָם,לאדם
תִרְאֶה,תראה
חֲמוֹר,חמור
שֹׂנַאֲךָ,שונאך
הַשִּׂנְאָה,השנאה
הַזֹּאת,הזאת
שֶׁרָאָה,שראה
עוֹבֵר,עובר
יָחִיד,יָחִיד
לְהָעִיד,להעיד
וְשֹׂנֵא,ושונא
דְּבַר,דבר
וַאֲפִלּוּ,ואפילו
הָכִי,הכי
אָמְרָה,אמרה
תּוֹרָה,תורה
עָזֹב,עזוב
תַּעֲזֹב,תַּעֲזֹב
עִמּוֹ,עמו
שְׁבוֹק,שבוק
יָת,ית
דִּבְלִבָּךְ,דבלבך
מִצְוָה,מצוה
לְקָרֵב,לקרב
בְּאַהֲבָה,באהבה
הו',הו'
הֲלֹא,הלא
כְּבָר,כבר
פֵּרַשְׁנוּ,פירשנו
בִּמְקוֹמוֹ,במקומו
שֶׁיֵּשׁ,שיש
בַּהֵיכָל,בהיכל
יָדוּעַ,ידוע
מַלְאָכִים,מלאכים
מְמֻנִּים,ממונים
לְקַבֵּל,לקבל
גְּמִילוּת,גמילות
שֶׁאָדָם,שאדם
וְכַאֲשֶׁר,וכאשר
מְקַטְרֶגֶת,מקטרגת
אֹתָם,אותם
הַמַּלְאָכִים,המלאכים
מַרְאִים,מראים
הַחֶסֶד,החסד
מְרַחֵם,מרחם
בְּחֶסֶד,בחסד
וְעִם,ועם
חַיָּבִים,חייבים
גּוֹמְלִים,גומלים
שֶׁהָיָה,שהיה
בִּזְמַן,בזמן
הַחֻרְבָּן,החרבן
שֶׁנֶּאֱמַר,שנאמר
לְגַבְרִיאֵל,לגבריאל
יְחֶזְקֵאל,יחזקאל
ב,ב
בֹּא,בא
בֵּינוֹת,בינות
לַגַּלְגַּל,לגלגל
שַׂר,שר
וְהַגְּבוּרָה,והגבורה
וְנָתַן,ונתן
רְשׁוּת,רשות
כֹּחוֹת,כחות
מִתַּחַת,מתחת
לַכְּרוּבִים,לכרובים
מֵאֵשׁ,מאש
הַמִּזְבֵּחַ,המזבח
דְּהַיְנוּ,דהיינו
דִּין,דין
גְּבוּרַת,גבורת
הַמַּלְכוּת,המלכות
מִתְחַזֵּק,מתחזק
שֶׁבִּקֵּשׁ,שבקש
לְכַלּוֹת,לכלות
לְקַעֲקֵעַ,לקעקע
בֵּיצָתָן,ביצתן
שֶׁנִּתְחַיְּבוּ,שנתחייבו
כְּלָיָה,כליה
שם,שם
ח,ח
וַיֵּרָא,וירא
יַד,יד
תַּחַת,תחת
כַּנְפֵיהֶם,כנפיהם
וְהַיְּנוּ,והיינו
חֲסָדִים,חסדים
וְאַף,ואף
נִצּוֹלוּ,נצולו
לָהֶם,להם
וְהַטַּעַם,והטעם
בְּמַה,במה
שֶׁיִּשְׂרָאֵל,שישראל
וְאוֹתוֹ,ואותו
צַד,צד
מַזְכִּיר,מזכיר
שֶׁאֵינָם,שאינם
כְּשֵׁרִים,כשרים
בְּצַד,בצד
אַחֵר,אחר
רָאָה,ראה
רַע,רע
וּמַכְעִיסוֹ,ומכעיסו
שֶׁמֵּטִיב,שמטיב
לַאֲחֵרִים,לאחרים
שֶׁמִּתְנַהֵג,שמתנהג
כַּשּׁוּרָה,כשורה
יַסְפִּיק,יספיק
לְבַטֵּל,לבטל
מֵעָלָיו,מעליו
וְיֵרָצֶה,וירצה
לִבּוֹ,לבו
וְיַחְפֹּץ,ויחפוץ
וְיֹאמַר,ויאמר
דַּי,די
בְּטוֹבָה,בטובה
בְּאִשְׁתּוֹ,באשתו
כִּדְפֵרְשׁוּ,כדפירשו
יְבָמוֹת,יבמות
א,א
דַּיֵּנוּ,דיינו
שֶׁמְּגַּדְלוֹת,שמגדלות
בָּנֵינוּ,בנינו
וּמַצִּילוֹת,ומצילות
אוֹתָנוּ,אותנו
דֵּי,די
פְּלוֹנִית,פלונית
הַז',הז'
כְּמִדַּת,כמדת
וָדָם,ודם
שֶׁאִם,שאם
הִכְעִיסוֹ,הכעיסו
כְּשֶׁהוּא,כשהוא
מִתְרַצֶּה,מתרצה
מְעַט,מעט
כְּאַהֲבָה,כאהבה
הַקּוֹדֶמֶת,הקודמת
אֲבָל,אבל
וְעָשָׂה,ועשה
תְּשׁוּבָה,תשובה
מַעֲלָתוֹ,מעלתו
יוֹתֵר,יותר
בְּרָכוֹת,ברכות
לד,לד
"""בְּמָקוֹם","""במקום"
שֶׁבַּעֲלֵי,שבעלי
עוֹמְדִים,עומדים
צַדִּיקִים,צדיקים
גְּמוּרִים,גמורים
יְכוֹלִין,יכולין
"לַעֲמוֹד""","לעמוד"""
בְּפֶרֶק,בפרק
הַבּוֹנֶה,הבונה
לְפָנֵינוּ,לפנינו
במְנָחוֹת,במנחות
כט,כט
בְּעִנְיַן,בענין
ה,ה
עֲשׂוּיָה,עשויה
כְּאַכְסַדְרָא,כאכסדרא
שֶׁכָּל,שכל
הָרוֹצֶה,הרוצה
לָצֵאת,לצאת
מֵעוֹלָמוֹ,מעולמו
יֵצֵא,יצא
נִבְרָא,נברא
בַּה',בה'
בָּרָא,ברא
פָּתוֹחַ,פתוח
לְצַד,לצד
הָרַע,הרע
וְהַחֵטְא,והחטא
לִרְוָחָה,לרוחה
חֹמֶר,חומר
וּפְגָם,ופגם
כְּמִין,כמין
אַכְסַדְרָא,אכסדרא
גְּדָרִים,גדרים
פִּרְצָה,פרצה
פְּרוּצָה,פרוצה
מַטָּה,מטה
פִתְחִין,פתחין
יִפְנֶה,יפנה
יִמְצָא,ימצא
חֵטְא,חטא
לִכָּנֵס,ליכנס
הַחִצוֹנִים,החיצונים
וְהִיא,והיא
פְתוּחָה,פתוחה
מִלְּמַעְלָה,מלמעלה
יָשֻׁב,ישוב
יְקַבְּלוּהוּ,יקבלוהו
וְהִקְשׁוּ,והקשו
וּלְהַדְּרוּהוּ,ולהדרוהו
בְּהַאי,בהאי
מִלְּתָא,מילתא
רָצוּ,רצו
שֶׁהַשָּׁב,שהשב
נִגְדָר,נגדר
בֶּעָוֹן,בעון
כְּגֶדֶר,כגדר
הַצַּדִּיקִים,הצדיקים
שֶׁהַצַּדִּיקִים,שהצדיקים
חָטְאוּ,חטאו
גָּדֵר,גדר
אֲלֵיהֶם,אליהם
אָמְנָם,אמנם
וָשָׁב,ושב
לְהַגְדִּיר,להגדיר
קָשִׁים,קשים
שֶׁאֹתוֹ,שאותו
הַגָּדֵר,הגדר
הַמְעַט,המעט
כְּבַר,כבר
נִפְרָץ,נפרץ
פַּעַם,פעם
יִתְקָרֵב,יתקרב
שָׁם,שם
בְּקַל,בקל
יְפַתֵּהוּ,יפתהו
יִצְרוֹ,יצרו
לְהִתְרַחֵק,להתרחק
הֶרְחֵק,הרחק
מְאֹד,מאד
וְלָזֶה,ולזה
יִכָּנֵס,יכנס
דֶּרֶךְ,דרך
פֶּתַח,פתח
הָאַכְסַדְרָה,האכסדרה
שֶׁהַפִּרְצָה,שהפרצה
יִתְעַלֶּה,יתעלה
וְיִכָּנֵס,ויכנס
צַר,צר
וְיַעֲשֶׂה,ויעשה
צָרוֹת,צרות
וְסִגּוּפִים,וסגופים
לְעַצְמוֹ,לעצמו
וְיִסְתֹּם,ויסתום
הַפְּרָצוֹת,הפרצות
בְּמָקוֹם,במקום
וְכוּ',וכו'
נִכְנְסוּ,נכנסו
כְּדֵי,כדי
שֶׁיִּהְיוּ,שיהיו
נִצְטַעֲרוּ,נצטערו
וְעָלוּ,ועלו
וְסִגְּפוּ,וסגפו
עַצְמָן,עצמן
וְנִבְדְּלוּ,ונבדלו
וְיוֹתֵר,ויותר
לְכָךְ,לכך
עָלָו,עלו
וְעָמְדוּ,ועמדו
בְּמַדְרֵגָה,במדרגה
ה',ה'
הֵיכָל,היכל
חֲמִישִׁי,חמישי
שֶׁבְּגַן,שבגן
עֵדֶן,עדן
גַּג,גג
"הַהֵ""א","הה""א"
