Chaser,Maleh
וְצַדִּיקִים,וצדיקים
בְּפֶתַח,בפתח
בִּכְנִיסַת,בכניסת
הָאַכְסַדְרָא,האכסדרא
כַּאֲשֶׁר,כאשר
תָּשׁוּב,תשוב
מְקֹמָהּ,מקומה
וְיַחְזִיר,ויחזיר
שְׁכִינָתוֹ,שכינתו
שָׁב,שב
הָרִאשׁוֹנָה,הראשונה
בִּלְבַד,בלבד
שֶׁיּוֹסִיף,שיוסיף
וִיתַקְּנֵם,ויתקנם
וִיקָרְבֵם,ויקרבם
וְכָךְ,וכך
נוֹטֵר,נוטר
אֵיבָה,איבה
מֵהַכַּעַס,מהכעס
הַקּוֹדֵם,הקודם
כְּשֶׁיִּרְאֶה,כשיראה
שֶׁחֲבֵרוֹ,שחבירו
מְבַקֵּשׁ,מבקש
אַהֲבָתוֹ,אהבתו
בְּמַדְרֵגַת,במדרגת
וְאַהֲבָה,ואהבה
מִקֹּדֶם,מקודם
כְּבַעֲלֵי,כבעלי
שֶּׁאֵין,שאין
יְכוֹלִים,יכולים
לַעֲמֹד,לעמוד
אֶצְלָם,אצלם
וִיקָרְבֵהוּ,ויקרבהו
תַּכְלִית,תכלית
מִמַּה,ממה
שֶׁמְּקָרֵב,שמקרב
אֶצְלוֹ,אצלו
הַח',הח'
יִכְבֹּשׁ,יכבוש
עֲוֹנוֹתֵינוּ,עונותינו
בְּמִדָּה,במידה
סוֹד,סוד
כְּבִישַׁת,כבישת
כְפֹרַחַת,כפורחת
עָלָתָה,עלתה
נִצָּהּ,נצה
וּבוֹקֵעַ,ובוקע
וְעוֹלֶה,ועולה
לִכְנֹס,לכנוס
הָעֲוֹנוֹת,העונות
כְּנִיסָה,כניסה
כֹּבְשָׁם,כיבשם
יִכָּנְסוּ,יכנסו
תְּהִלִּים,תהלים
"""לֹא","""לא"
יְגֻרְךָ,יגורך
"רָע""","רע"""
יָגוּר,יגור
בִּמְגוּרְךָ,במגורך
רָע,רע
נִכְנָס,נכנס
פְּנִימָה,פנימה
"""שְׂכַר","""שכר"
עָלְמָא,עלמא
"לֵיכָּא""","ליכא"""
קִדּוּשִׁין,קדושין
לט,לט
יִתְבָּרַךְ,יתברך
וְהַאֵיךְ,והאיך
יִתֵּן,יתן
שֶׁלְּפָנָיו,שלפניו
רוּחָנִי,רוחני
גַּשְׁמִי,גשמי
כְּדַאי,כדאי
לְמִצְוָה,למצוה
וּלְקוֹרַת,ולקורת
רוּחַ,רוח
יִקַּח,יקח
שֹׁחַד,שוחד
מִצְוֹת,מצוות
הַמָּשָׁל,המשל
אוֹמֵר,אומר
עָשָׂה,עשה
אַרְבָּעִים,ארבעים
וְעֶשֶׂר,ועשר
עֲבֵרוֹת,עבירות
נִשְׁאֲרוּ,נשארו
שְׁלֹשִׁים,שלשים
וְיֵלְכוּ,וילכו
עֶשֶׂר,עשר
בְּעֶשֶׂר,בעשר
צַדִּיק,צַדִּיק
גָּמוּר,גמור
שָׂרַף,שרף
הַתּוֹרָה,התורה
שֶׁיְּרַצֶּה,שירצה
חֹבוֹ,חובו
יְקַבֵּל,יקבל
מִצְוֹתָיו,מצוותיו
וְזֶה,וזה
שֶׁעוֹשֶׂה,שעושה
מְנַכֶּה,מנכה
שֶׁהַמִּצְוֹת,שהמצות
חֲשׁוּבוֹת,חשובות
וּמִתְעַלּוֹת,ומתעלות
יְנַכֶּה,ינכה
מֵהֶן,מהן
הָעֲבֵרוֹת,העבירות
הָעֲבֵרָה,העבירה
מֵחֵלֶק,מחלק
הַגֵּיהִנֹּם,הגיהנם
מֵהַנִּבְזֶה,מהנבזה
וְהַמִּצְוֹת,והמצות
שְׂכָרָן,שכרן
מֵהַנִּכְבָּד,מהנכבד
זִיו,זיו
שְׁכִינָה,שכינה
הַאֵיךְ,האיך
גּוֹבֶה,גובה
חוֹב,חוב
וּמַשְׂכִּיר,ומשכיר
מִתְגַּבְּרִים,מתגברים
כְּמִצְוֹת,כמצות
כּוֹבֵשׁ,כובש
יִתְעַלּוּ,יתעלו
מַשְׁגִּיחַ,משגיח
דַּרְכֵי,דרכי
אִישׁ,איש
וְהָרָע,והרע
כּוֹבְשׁוֹ,כובשו
פּוֹרֵחַ,פורח
לִמְאֹד,למאד
וְנִכְלָל,ונכלל
בְּמִצְוָה,במצוה
וְנִבְנֶה,ונבנה
בִּנְיָן,בנין
וּלְבוּשׁ,ולבוש
נִכְבָּד,נכבד
וַעֲוֹנוֹת,ועונות
סְגֻלָּה,סגולה
יַצְלִיחוּ,יצליחו
הַצְלָחָה,הצלחה
וְיִזְכֹּר,ויזכור
שֶׁגְמָלָהוּ,שגמלהו
אַדְּרַבָּה,אדרבה
הֵרַע,הרע
וְיִשְׁכָּחֵהוּ,וישכחהו
וְיַזְנִיחֵהוּ,ויזניחהו
בִּמְגוּרוֹ,במגורו
וְתִהְיֶה,ותהיה
הַטּוֹבָה,הטובה
סְדוּרָה,סדורה
תָּמִיד,תמיד
וְיַגְבִּיר,ויגביר
הַמַּעֲשִׂים,המעשים
בְּלִבּוֹ,בלבו
וְיִשְׁכַּח,וישכח
בְּרָעָה,ברעה
יִתְרַצֶּה,יתרצה
רִצּוּי,רצוי
שֶׁיּוּכַל,שיוכל
וְהַטּוֹבָה,והטובה
יַזְנִיחָהּ,יזניחה
מִבֵּין,מבין
עֵינָיו,עיניו
וְיַעֲלִים,ויעלים
עֵינוֹ,עינו
הָרָעָה,הרעה
עֲוֹנוֹת,עונות
כִּדְפֵרַשְׁתִּי,כדפירשתי
הט',הט'
וְתַשְׁלִיךְ,ותשליך
בִּמְצֻלוֹת,במצולות
יָם,ים
מְסָרָם,מסרם
בְּיַד,ביד
פַּרְעֹה,פרעה
וְשָׁבוּ,ושבו
יַעֲנִישׁ,יעניש
סַנְחֵרִיב,סנחריב
הָמָן,המן
וְדוֹמֵיהֶם,ודומיהם
מִתְנַחֵם,מתנחם
עוֹד,עוד
יִסְתַּלֵּק,יסתלק
מֵעֲלֵיהֶם,מעליהם
פַרְעֹה,פרעה
עֲמַל,עמל
רֹאשׁוֹ,ראשו
לְהַנְהָגָה,להנהגה
כב,כב
"""וְנָשָׂא","""ונשא"
הַשָּׂעִיר,השעיר
עֲוֹנֹתָם,עונותם
אֶרֶץ,ארץ
"גְּזֵרָה""","גזרה"""
וּפֵרוּשׁוֹ,ופירושו
שֶׁהַשָּׂעִיר,שהשעיר
קָשֶׁה,קשה
וְהַשָּׂעִיר,והשעיר
הַמִּדָּה,המידה
מִתְוַדֶּה,מתודה
וְכַוָּנָתוֹ,וכוונתו
בַּוִּדּוּי,בוידוי
טָהֳרָה,טהרה
כְּעִנְיָן,כענין
דָּוִד,דוד
נא,נא
"""הֶרֶב","""הרב"
כַּבְּסֵנִי,כבסני
"מֵעֲוֹנִי""","מעוני"""
אֲמָרֵנוּ,אמרינו
בְּרַחֲמֶיךָ,ברחמיך
"הָרַבִּים""","הרבים"""
מִתְפַּלֵּל,מתפלל
יִסּוּרִים,יסורים
קַלִּים,קלים
בָּהֶם,בהם
בִּטּוּל,בטול
שֶׁאוֹמְרִים,שאומרים
"""אֲבָל","""אבל"
"רָעִים""","רעים"""
מְכַוֵּן,מכוין
בִּהְיוֹתוֹ,בהיותו
"""וְאַתָּה","""ואתה"
הַבָּא,הבא
"עָלַי""","עלי"""
בְּסֵבֶר,בסבר
פָּנִים,פנים
יָפוֹת,יפות
לְהִתְכַּפֵּר,להתכפר
שֶׁיִּסּוּרִים,שייסורים
מְמָרְקִים,ממרקים
מִיתָה,מיתה
מְמָרֶקֶת,ממרקת
שֶׁזֶּה,שזה
בִּתְפִלָּתוֹ,בתפלתו
בַּזֹּהַר,בזוהר
בְּפָרָשַׁת,בפרשת
פְּקוּדֵי,פקודי
דַּף,דף
רסב,רסב
"סמא""ל","סמא""ל"
מַהוּ,מהו
חֶלְקוֹ,חלקו
גּוֹזֵר,גוזר
וּמִיַּד,ומיד
מִזְדַּמֵּן,מזדמן
וְהוֹלֵךְ,והולך
וְגוֹבֶה,וגובה
לִגְבּוֹת,לגבות
וְיִשְׂרָאֵל,וישראל
מִתְטַהֲרִים,מתטהרים
יִתְגַּלְגֵּל,יתגלגל
גָּזַר,גזר
עוֹלָמוֹ,עולמו
שֶׁיַּעֲשֶׂה,שיעשה
יִתְבַּטֵּל,יתבטל
טַעַם,טעם
"""וְאֶת","""ואת"
הַבְּהֵמָה,הבהמה
"תַּהֲרֹגוּ""","תהרוגו"""
ויקרא,ויקרא
כ,כ
טו,טו
הָאֶבֶן,האבן
מִצְוַת,מצות
הַנִּסְקָלִין,הנסקלין
וְהַסַּיִף,והסייף
הַנֶּהֱרָגִין,הנהרגין
טְעוּנִין,טעונין
קְבוּרָה,קבורה
סַנְהֶדְרִין,סנהדרין
מה,מה
מְצִיאוּתָם,מציאותם
וְכֹחָם,וכחם
אַחַר,אחר
שֶׁיִּגְמֹר,שיגמור
דִּינָם,דינם
בָזֶה,בזה
נְבוּכַדְנֶאצַּר,נבוכדנאצר
נִמְסְרוּ,נמסרו
בָּבֶל,בבל
דִּי,די
נִכְנַע,נכנע
רֵישָׁא,רישא
וְנִמְסְרוּ,ונמסרו
פָּרַס,פרס
וּדְרָעוֹהִי,ודרועוהי
שֶׁיָּרְדוּ,שירדו
מִנְּהֵון,מנהון
פַרְזֶל,פרזל
וּמִנְּהֵון,ומנהון
בַּסּוֹף,בסוף
מַעֲמִידָם,מעמידם
וְעוֹשֶׂה,ועושה
לב,לב
כג,כג
"""חִצַּי","""חצי"
אֲכַלֶּה,אכלה
"בָם""","בם"""
חִצַּי,חצי
כָּלִים,כלים
אֵינָם,אינם
דָּקוּ,דקו
דַהֲבָא,דהבא
וּנְחָשָׁא,ונחשא
בַּהַתְחָלָה,בהתחלה
לְצַלְמָא,לצלמא
"רַגְלוֹהִי""","רגלוהי"""
מִכָּל,מכל
רַגְלָיו,רגליו
שֶׁכְּבָר,שכבר
נִתְבַּטֵּל,נתבטל
כֹּחָם,כחם
וְעָבְרוּ,ועברו
רֹאשׁ,ראש
וּמְעוֹהִי,ומעוהי
כַּחֲדָא,כחדא
עָתִיד,עתיד
לְהַעֲמִיד,להעמיד
וְהָרְשָׁעִים,והרשעים
עוֹשֵׂי,עושי
מַעֲשָׂיו,מעשיו
וּפְעֻלּוֹתָיו,ופעולותיו
וַיַּעֲשֶׂה,ויעשה
בָהֶם,בהם
"""וְתַשְׁלִיךְ","""ותשליך"
יֵרָצֶה,ירצה
הִשְׁלִיךְ,השליך
לְהַפִּיל,להפיל
מְצוּלוֹת,מצולות
"""וְהָרְשָׁעִים","""והרשעים"
כַּיָּם,כים
נִגְרָשׁ,נגרש
הַשְׁקֵט,השקט
יוּכָל,יוכלו
וַיְגָרְשׁוּ,ויגרשו
מֵימָיו,מימיו
רֶפֶשׁ,רפש
"וָטִיט""","וטיט"""
נז,נז
בְּיִשְׂרָאֵל,בישראל
גְּמוּלָם,גמולם
בְּרֹאשָׁם,בראשם
שֶׁאַחַר,שאחר
קִבְּלוּ,קבלו
שֶׁקָּדַם,שקדם
וְתוֹבֵעַ,ותובע
עֶלְבּוֹנָם,עלבונם
"""אֲנִי","""אני"
קָצַפְתִּי,קצפתי
מְעָט,מעט
וְהֵמָּה,והמה
עָזְרוּ,עזרו
"לְרָעָה""","לרעה"""
זכריה,זכריה
גַּם,גם
רָשָׁע,רשע
מְדֻכָּא,מדוכא
בְּיִסּוּרִין,ביסורין
אַל,אל
יִשְׂנָאֵהוּ,ישנאהו
שֶׁנִּקְלָה,שנקלה
כְּאָחִיךָ,כאחיך
מַכּוֹת,מכות
וִיקָרֵב,ויקרב
הַמְּרוּדִים,המרודים
וְהַנֶּעֱנָשִׁים,והנענשים
וִירַחֵם,וירחם
וְאַדְרַבָּה,ואדרבה
יַצִּילֵם,יצילם
אוֹיֵב,אויב
וְאַל,ואל
גָּרַם,גרם
יְרַחֲמֵהוּ,ירחמהו
הַי',הי'
לְיַעֲקֹב,ליעקב
מַעֲלָה,מעלה
יוֹדְעִים,יודעים
לִפְנִים,לפנים
מִשּׁוּרַת,משורת
נִקְרָאִים,נקראים
יַעֲקֹב,יעקב
מִתְנַהֲגִים,מתנהגים
הַנְהָגוֹת,הנהגות
אֲמִתִּיּוֹת,אמתיות
מְצִיאוּת,מציאות
הַמִּשְׁפָּט,המשפט
הַיֹּשֶׁר,היושר
וְאֵלּוּ,ואלו
הַמִּתְנַהֲגִים,המתנהגים
בְּיֹשֶׁר,ביושר
בֶּאֱמֶת,באמת
מֵרֶחֶם,מרחם
וְהַמִּשְׁפָּט,והמשפט
כֵּן,כן
וְהָאֱמֶת,והאמת
לְהַטּוֹת,להטות
מִשְׁפַּט,משפט
לְרַחֵם,לרחם
הַבְּרִיּוֹת,הבריות
בְּמִדַּת,במידת
לְתַקֵּן,לתקן
"הַי""א","הי""א"
לְאַבְרָהָם,לאברהם
כְּאַבְרָהָם,כאברהם
אָבִינוּ,אבינו
מַעֲמִיד,מעמיד
תּוֹקְפוֹ,תוקפו
נִכְנַס,נכנס
אַבְרָהָם,אברהם
בְּהִתְנַהֲגוּת,בהתנהגות
שֶׁעִם,שעם
בְּצֶדֶק,בצדק
וּבְיֹשֶׁר,וביושר
וּבְמִשְׁפָּט,ובמשפט
הַטּוֹבִים,הטובים
וְהַחֲסִידִים,והחסידים
תִּהְיֶה,תהיה
הַנְהָגָתוֹ,הנהגתו
לְפָנִים,לפנים
לִשְׁאָר,לשאר
קְצָת,קצת
לְאֵלּוּ,לאלו
שְׁאָר,שאר
וְצָרִיךְ,וצריך
חֲשׁוּבִים,חשובים
וַחֲבִיבִים,וחביבים
יִהְיוּ,יהיו
מֵאַנְשֵׁי,מאנשי
חֶבְרָתוֹ,חברתו
"הי""ב","הי""ב"
נִשְׁבַּעְתָּ,נשבעת
לַאֲבֹתֵינוּ,לאבותינו
בְּנֵי,בני
הֲגוּנִים,הגונים
בַּגְּמָרָא,בגמרא
"""וְחַנֹּתִי","""וחנותי"
"אָחֹן""","אחון"""
שמות,שמות
לג,לג
אָמַר,אמר
אוֹצָר,אוצר
לְאוֹתָם,לאותם
אוֹצַר,אוצר
חִנּוּנִים,חנונים
חוֹנֵן,חונן
וְנוֹתֵן,ונותן
מַתְּנַת,מתנת
חִנָּם,חנם
זְכוּת,זכות
אָבוֹת,אבות
נִשְׁבַּעְתִּי,נשבעתי
לָאָבוֹת,לאבות
יִזְכּוּ,יזכו
מִזֶּרַע,מזרע
הָאָבוֹת,האבות
שֶׁנִּשְׁבַּעְתִּי,שנשבעתי
אַנְהִילֵם,אנהילם
וְאַנְהִיגֵם,ואנהיגם
שֶׁיְּתֻקְּנוּ,שיתוקנו
יִפְגַּע,יפגע
בָּרְשָׁעִים,ברשעים
יִתְאַכְזֵר,יתאכזר
כְּנֶגְדָּם,כנגדם
יְחָרְפֵם,יחרפם
יְרַחֵם,ירחם
יִצְחָק,יצחק
וְיַעֲקֹב,ויעקב
אֲבוֹתֵיהֶם,אבותיהם
וַהֲגוּנִים,והגונים
וְהַמְּבַזֶּה,והמבזה
הַבָּנִים,הבנים
מְבַזֶּה,מבזה
שֶׁיִּתְבַּזּוּ,שיתבזו
יָדִי,ידי
וּמְכַסֶּה,ומכסה
וּמְתַקְּנָם,ומתקנם
כֹחוֹ,כוחו
"הַי""ג","הי""ג"
מִימֵי,מימי
קֶדֶם,קדם
כְּשֶׁתַּמָּה,כשתמה
מִצַּד,מצד
עַצְמָם,עצמם
יִרְמִיָה,ירמיה
"""זָכַרְתִּי","""זכרתי"
לָךְ,לך
נְעוּרַיִךְ,נעוריך
אַהֲבַת,אהבת
"כְּלוּלֹתָיִךְ""","כלולותיך"""
זוֹכֵר,זוכר
יְמֵי,ימי
קַדְמוֹנִים,קדמונים
אַהֲבָה,אהבה
יַזְכִּיר,יזכיר
שֶׁעָשׂוּ,שעשו
מִיּוֹם,מיום
שֶׁנּוֹלְדוּ,שנולדו
טוֹבוֹת,טובות
מַנְהִיג,מנהיג
וּמִכֻּלָּם,ומכולם
בִּשְׁבִילָם,בשבילם
כּוֹלֶלֶת,כוללת
הַמִּדּוֹת,המידות
בָּאִדְרָא,באדרא
זֹהַר,זהר
נָשֹׂא,נשא
קלד,קלד
מֵאֵלּוּ,מאלו
הַנִּזְכָּרוֹת,הנזכרות
שָׁעָה,שעה
קֹדֶם,קודם
אֹתָהּ,אותה
בְּיָמִים,בימים
בְּקַטְנוּתָם,בקטנותם
גְּמוּלֵי,גמולי
מֵחָלָב,מחלב
עַתִּיקֵי,עתיקי
מִשָּׁדָיִם,משדים
יִמָּצֵא,ימצא
לְהֵטִיבוֹ,להטיבו
וּלְהִתְפַּלֵּל,ולהתפלל
שְׁלוֹמוֹ,שלומו
כַּאן,כאן
הִגִּיעַ,הגיע
קוֹנוֹ,קונו
וּסְגֻלָּתָן,וסגולתן
לְמַטָּה,למטה
יִּזְכֶּה,יזכה
לִפְתֹּחַ,לפתוח
עֶלְיוֹנָה,עליונה
מִלְמַעְלָה,מלמעלה
שֶּׁיִּתְנַהֵג,שיתנהג
וְגוֹרֵם,וגורם
שֶׁאוֹתָהּ,שאותה
תָּאִיר,תאיר
יָלֻזוּ,ילוזו
מֵעֵינֵי,מעיני
הַשֵּׂכֶל,השכל
וְהַפָּסוּק,והפסוק
יָסוּף,יסוף
מִפִּיו,מפיו
לְמַזְכֶּרֶת,למזכרת
יָבֹא,יבוא
מַעֲשֵׂה,מעשה
שֶׁיִּצְטָרֵךְ,שיצטרך
לְהִשְׁתַּמֵּשׁ,להשתמש
יִזְכֹּר,יזכור
תָּלוּי,תלוי
לָזוּז,לזוז
מִמֶּנָּה,ממנה
תִתְעַלֵּם,תתעלם
וְתִסְתַּלֵּק,ותסתלק
הַהִיא,ההיא
פֶּרֶק,פרק
גּוּפֵי,גופי
הַכּוֹלֶלֶת,הכוללת
הָעֲנָוָה,הענוה
שֶׁהִיא,שהיא
תְּלוּיָה,תלויה
בַּכֶּתֶר,בכתר
וְאֵינָהּ,ואינה
מִתְעַלִּית,מתעלית
וּמִתְגָּאָה,ומתגאה
לְמַעְלָה,למעלה
יוֹרֶדֶת,יורדת
וּמִסְתַּכֶּלֶת,ומסתכלת
תָּדִיר,תדיר
מִשְּׁנֵי,משני
טְעָמִים,טעמים
הָאֶחָד,האחד
בּוֹשׁ,בוש
לְהִסְתַּכֵּל,להסתכל
בְּסִבָּתוֹ,בסיבתו
מַאֲצִילוֹ,מאצילו
מַבִּיט,מביט
בַּתַּחְתּוֹנִים,בתחתונים
שֶׁיֵּבוֹשׁ,שיבוש
מִלְּהִסְתַּכֵּל,מלהסתכל
מַעְלָה,מעלה
לְהִתְגָּאוֹת,להתגאות
יִסְתַּכֵּל,יסתכל
לְהַפְחִית,להפחית
בָּרֹאשׁ,בראש
מִתְגָּאֶה,מתגאה
בַּהֲרָמַת,בהרמת
כְּלַפֵּי,כלפי
וְהֶעָנִי,והעני
מַשְׁפִּיל,משפיל
וְעָנָו,ועניו
כֵּאלֹהֵינוּ,כאלהינו
הָרַחֲמִים,הרחמים
שׁוּם,שום
פְּגַם,פגם
מוֹנַעַת,מונעת
מִלְּהַשְׁגִּיחַ,מלהשגיח
וּלְהַשְׁפִּיעַ,ולהשפיע
וּלְהֵיטִיב,ולהיטיב
שֶׁשּׁוּם,ששום
סִבָּה,סיבה
שֶׁבָּעוֹלָם,שבעולם
תִּמְנָעֵהוּ,תמנעהו
מִלְּהֵטִיב,מלהיטיב
וְשׁוּם,ושום
בִּלְתִּי,בלתי
הָגוּן,הגון
שֶׁיְּעַכְּבֵהוּ,שיעכבהו
מִלְּהֵיטִיב,מלהיטיב
הַצְּרִיכִים,הצריכים
עֵת,עת
וּבְכָל,ובכל
יֹשֵׁב,יושב
וְזָן,וזן
מִקַּרְנֵי,מקרני
רְאֵמִים,ראמים
וְעַד,ועד
בֵּיצֵי,ביצי
כִנִּים,כנים
וְאֵינוֹ,ואינו
יְבַזֶּה,יבזה
הַבְּרוּאִים,הברואים
פְחִיתוּתָם,פחיתותם
יִתְקַיְּמוּ,יתקיימו
בָעוֹלָם,בעולם
רַחֲמָיו,רחמיו
מֵטִיב,מטיב
לַכֹּל,לכל
יִתְבַּזֶּה,יתבזה
קֹלָהּ,קלה
שֶׁבַּקַּלִּים,שבקלים
חֲשׁוּבָה,חשובה
בְעֵינָיו,בעיניו
וְיִתֵּן,ויתן
דַּעְתּוֹ,דעתו
עָלֶיהָ,עליה
וְיֵיטִיב,וייטיב
לְכָל,לכל
הַמִּצְטָרֵךְ,המצטרך
הָרֹאשׁ,הראש
הַשְּׁנִיָּה,השניה
מַחְשַׁבְתּוֹ,מחשבתו
תִדְמֶה,תדמה
לְמַחְשֶׁבֶת,למחשבת
הַחָכְמָה,החכמה
תִּפְסֹק,תפסוק
לַחְשֹׁב,לחשוב
מַחֲשָׁבוֹת,מחשבות
וְהָרַע,והרע
קֹשִׁי,קושי
פְּנוּיָה,פנויה
מְכֹעָר,מכוער
חָכְמָה,חכמה
קְדוּמָה,קדומה
יֶחְסַר,יחסר
פְּנִיָּה,פניה
חוּץ,חוץ
מִמַּחְשֶׁבֶת,ממחשבת
וְלַחְשֹׁב,ולחשוב
בְּגַדְלוּת,בגדלות
הָאֵל,האל
הַטּוֹבוֹת,הטובות
כְּלָלוֹ,כללו
זָר,זר
וּבָטֵל,ובטל
בְּמַחֲשַׁבְתּוֹ,במחשבתו
הָיְתָה,היתה
מַעֲלַת,מעלת
רַבִּי,רבי
שִׁמְעוֹן,שמעון
וַחֲבֵרָיו,וחביריו
כְּשֶׁהִפְרִיד,כשהפריד
יוֹסֵי,יוסי
מַחֲשַׁבְתּוֹ,מחשבתו
הוֹכִיחוֹ,הוכיחו
בַּזֹהַר,בזוהר
וַיַּקְהֵל,ויקהל
הַשְּׁלִישִׁית,השלישית
מִצְחוֹ,מצחו
יִדְמֶה,ידמה
לְמֵצַח,למצח
הָרָצוֹן,הרצון
שֶׁיִּמְצָא,שימצא
כּוֹעֲסִים,כועסים
יְרַצֵּם,יְרַצֵּם
וְיַשְׁקִיטֵם,וישקיטם
בִּרְצוֹנוֹ,ברצונו
שֶׁכֵּן,שכן
מֵצַח,מצח
וּמְרַצֶּה,ומרצה
הַגְּבוּרוֹת,הגבורות
יְרַצֶּה,יְרַצֶּה
הַגִּבּוֹרִים,הגבורים
הַמִּתְגַּבְּרִים,המתגברים
כַּעֲסָם,כעסם
יְנַהֲלֵם,ינהלם
בְּרָצוֹן,ברצון
טוֹב,טוב
וִישַׁתֵּף,וישתף
לְהַשְׁבִּית,להשבית
הַכַּעַס,הכעס
יַעֲבֹר,יעבור
הַגְּבוּל,הגבול
וִיקַלְקֵל,ויקלקל
וְיֵעָשֶׂה,ויעשה
דֻּגְמָא,דוגמא
לָרָצוֹן,לרצון
נִמְשָׁךְ,נמשך
הַנִּפְלָאָה,הנפלאה
בְּמִצְחָא,במצחא
דְעַתִּיקָא,דעתיקא
וּמִשָּׁם,ומשם
מְרַצֶּה,מְרַצֶּה
יִמָּשֵׁךְ,ימשך
נֹחַ,נוח
לַבְּרִיּוֹת,לבריות
מִדּוֹתָיו,מידותיו
קָשׁוֹת,קשות
יִתְרַצּוּ,יתרצו
הַמִּשְׁנָה,המשנה
שֶׁרוּחַ,שרוח
נוֹחָה,נוחה
הֵימֶנּוּ,הימנו
הַמָּקוֹם,הַמָּקוֹם
הָרְבִיעִית,הרביעית
אָזְנָיו,אזניו
נוֹטוֹת,נוטות
לִשְׁמֹעַ,לשמוע
שֵׁמַע,שמע
שָׁוְא,שוא
הַמְּגֻנֶּה,המגונה
שֶׁסּוֹד,שסוד
הַאֲזָנָה,האזנה
צַעֲקַת,צעקת
הָרָע,הרע
יַאֲזִין,יאזין
וְהַדְּבָרִים,והדברים
הַמּוֹעִילִים,המועילים
וּשְׁאָר,ושאר
הַמַּגְבִּירִים,המגבירים
כַּעַס,כעס
שֶׁהַנָּחָשׁ,שהנחש
וְדִבּוּרוֹ,ודבורו
וּלְשׁוֹנוֹ,ולשונו
אֵלָיו,אליו
מְגֻנֶּה,מגונה
תִשָּׂא,תשא
"שָׁוְא""","שוא"""
שְׁמוֹת,שמות
לְאָזְנוֹ,לאזנו
תִהְיֶה,תהיה
